"graph","group","pdb","chain","ligand"
1649,1,"AT5G23860.1_ranked_1","A","B"
1650,5,"AT5G23860.1_ranked_1","A","B"
1651,14,"AT5G23860.1_ranked_1","A","B"
1652,6,"AT5G23860.1_ranked_1","A","B"
1653,16,"AT5G23860.1_ranked_2","A","B"
1654,15,"AT5G23860.1_ranked_2","A","B"
1655,2,"AT5G23860.1_ranked_2","A","B"
1656,6,"AT5G23860.1_ranked_2","A","B"
1657,10,"AT5G23860.1_ranked_2","A","B"
1658,8,"AT5G23860.1_ranked_2","A","B"
1659,17,"AT5G23860.1_ranked_2","A","B"
1660,3,"AT5G23860.1_ranked_2","A","B"
1661,14,"AT5G23860.1_ranked_2","A","B"
1662,6,"AT5G23860.1_ranked_2","A","B"
1663,3,"AT5G23860.1_ranked_2","A","B"
1664,13,"AT5G26742.2_ranked_0","A","B"
1665,7,"AT5G26742.2_ranked_0","A","B"
1666,12,"AT5G26742.2_ranked_0","A","B"
1667,13,"AT5G26742.2_ranked_0","A","B"
1668,7,"AT5G26742.2_ranked_0","A","B"
1669,12,"AT5G26742.2_ranked_0","A","B"
1670,11,"AT5G26742.2_ranked_0","A","B"
1671,6,"AT5G26742.2_ranked_0","A","B"
1672,6,"AT5G26742.2_ranked_0","A","B"
1673,6,"AT5G26742.2_ranked_0","A","B"
1674,17,"AT5G26742.2_ranked_0","A","B"
1675,5,"AT5G26742.2_ranked_0","A","B"
1676,2,"AT5G26742.2_ranked_1","A","B"
1677,17,"AT5G26742.2_ranked_1","A","B"
1678,17,"AT5G26742.2_ranked_1","A","B"
1679,15,"AT5G26742.2_ranked_1","A","B"
1680,11,"AT5G26742.2_ranked_1","A","B"
1681,2,"AT5G26742.2_ranked_1","A","B"
1682,6,"AT5G26742.2_ranked_1","A","B"
1683,9,"AT5G26742.2_ranked_2","A","B"
1684,17,"AT5G26742.2_ranked_2","A","B"
1685,3,"AT5G26742.2_ranked_2","A","B"
1686,9,"AT5G26742.2_ranked_2","A","B"
1687,6,"AT5G28840.1_ranked_0","A","B"
1688,13,"AT5G28840.1_ranked_0","A","B"
1689,16,"AT5G28840.1_ranked_0","A","B"
1690,2,"AT5G28840.1_ranked_1","A","B"
1691,12,"AT5G28840.1_ranked_1","A","B"
1692,13,"AT5G28840.1_ranked_1","A","B"
1693,16,"AT5G28840.1_ranked_1","A","B"
1694,9,"AT5G28840.1_ranked_2","A","B"
1695,3,"AT5G28840.1_ranked_2","A","B"
1696,1,"AT5G28840.1_ranked_2","A","B"
1697,13,"AT5G35790.1_ranked_0","A","B"
1698,15,"AT5G35790.1_ranked_0","A","B"
1699,6,"AT5G35790.1_ranked_0","A","B"
1700,6,"AT5G35790.1_ranked_0","A","B"
1701,3,"AT5G35790.1_ranked_0","A","B"
1702,13,"AT5G35790.1_ranked_0","A","B"
1703,6,"AT5G35790.1_ranked_0","A","B"
1704,3,"AT5G35790.1_ranked_0","A","B"
1705,1,"AT5G35790.1_ranked_1","A","B"
1706,10,"AT5G35790.1_ranked_1","A","B"
1707,5,"AT5G35790.1_ranked_1","A","B"
1708,16,"AT5G35790.1_ranked_1","A","B"
1709,14,"AT5G35790.1_ranked_1","A","B"
1710,3,"AT5G35790.1_ranked_1","A","B"
1711,3,"AT5G35790.1_ranked_1","A","B"
1712,16,"AT5G35790.1_ranked_1","A","B"
1713,3,"AT5G35790.1_ranked_1","A","B"
1714,1,"AT5G35790.1_ranked_1","A","B"
1715,9,"AT5G35790.1_ranked_1","A","B"
1716,17,"AT5G35790.1_ranked_1","A","B"
1717,6,"AT5G35790.1_ranked_1","A","B"
1718,3,"AT5G35790.1_ranked_1","A","B"
1719,8,"AT5G35790.1_ranked_2","A","B"
1720,1,"AT5G35790.1_ranked_2","A","B"
1721,11,"AT5G35790.1_ranked_2","A","B"
1722,3,"AT5G35790.1_ranked_2","A","B"
1723,9,"AT5G35790.1_ranked_2","A","B"
1724,8,"AT5G35790.1_ranked_2","A","B"
1725,3,"AT5G35790.1_ranked_2","A","B"
1726,6,"AT5G35790.1_ranked_2","A","B"
1727,6,"AT5G35790.1_ranked_2","A","B"
1728,13,"AT5G35790.1_ranked_2","A","B"
1729,8,"AT5G43960.1_ranked_0","A","B"
1730,14,"AT5G43960.1_ranked_0","A","B"
1731,1,"AT5G43960.1_ranked_0","A","B"
1732,6,"AT5G43960.1_ranked_0","A","B"
1733,4,"AT5G43960.1_ranked_0","A","B"
1734,6,"AT5G43960.1_ranked_0","A","B"
1735,6,"AT5G43960.1_ranked_0","A","B"
1736,7,"AT5G43960.1_ranked_0","A","B"
1737,4,"AT5G43960.1_ranked_0","A","B"
1738,6,"AT5G43960.1_ranked_0","A","B"
1739,6,"AT5G43960.1_ranked_0","A","B"
1740,6,"AT5G43960.1_ranked_0","A","B"
1741,6,"AT5G43960.1_ranked_0","A","B"
1742,3,"AT5G43960.1_ranked_0","A","B"
1743,14,"AT5G43960.1_ranked_0","A","B"
1744,9,"AT5G43960.1_ranked_0","A","B"
1745,9,"AT5G43960.1_ranked_0","A","B"
1746,6,"AT5G43960.1_ranked_1","A","B"
1747,3,"AT5G43960.1_ranked_1","A","B"
1748,4,"AT5G43960.1_ranked_1","A","B"
1749,1,"AT5G43960.1_ranked_1","A","B"
1750,3,"AT5G43960.1_ranked_1","A","B"
1751,6,"AT5G43960.1_ranked_1","A","B"
1752,6,"AT5G43960.1_ranked_1","A","B"
1753,8,"AT5G43960.1_ranked_1","A","B"
1754,4,"AT5G43960.1_ranked_1","A","B"
1755,3,"AT5G43960.1_ranked_1","A","B"
1756,6,"AT5G43960.1_ranked_1","A","B"
1757,6,"AT5G43960.1_ranked_1","A","B"
1758,3,"AT5G43960.1_ranked_1","A","B"
1759,3,"AT5G43960.1_ranked_1","A","B"
1760,16,"AT5G43960.1_ranked_1","A","B"
1761,5,"AT5G43960.1_ranked_1","A","B"
1762,6,"AT5G43960.1_ranked_1","A","B"
1763,6,"AT5G43960.1_ranked_1","A","B"
1764,3,"AT5G43960.1_ranked_1","A","B"
1765,6,"AT5G43960.1_ranked_1","A","B"
1766,3,"AT5G43960.1_ranked_1","A","B"
1767,11,"AT5G43960.1_ranked_1","A","B"
1768,6,"AT5G43960.1_ranked_1","A","B"
1769,8,"AT5G43960.1_ranked_2","A","B"
1770,6,"AT5G43960.1_ranked_2","A","B"
1771,3,"AT5G43960.1_ranked_2","A","B"
1772,3,"AT5G43960.1_ranked_2","A","B"
1773,6,"AT5G43960.1_ranked_2","A","B"
1774,14,"AT5G43960.1_ranked_2","A","B"
1775,6,"AT5G43960.1_ranked_2","A","B"
1776,9,"AT5G43960.1_ranked_2","A","B"
1777,6,"AT5G43960.1_ranked_2","A","B"
1778,6,"AT5G43960.1_ranked_2","A","B"
1779,6,"AT5G43960.1_ranked_2","A","B"
1780,5,"AT5G43960.1_ranked_2","A","B"
1781,3,"AT5G43960.1_ranked_2","A","B"
1782,15,"AT5G44340.1_ranked_0","A","B"
1783,1,"AT5G44340.1_ranked_0","A","B"
1784,3,"AT5G44340.1_ranked_0","A","B"
1785,9,"AT5G44340.1_ranked_0","A","B"
1786,1,"AT5G44340.1_ranked_0","A","B"
1787,12,"AT5G44340.1_ranked_0","A","B"
1788,7,"AT5G44340.1_ranked_0","A","B"
1789,9,"AT5G44340.1_ranked_0","A","B"
1790,11,"AT5G44340.1_ranked_0","A","B"
1791,4,"AT5G44340.1_ranked_0","A","B"
1792,13,"AT5G44340.1_ranked_1","A","B"
1793,3,"AT5G44340.1_ranked_1","A","B"
1794,15,"AT5G44340.1_ranked_1","A","B"
1795,9,"AT5G44340.1_ranked_1","A","B"
1796,15,"AT5G44340.1_ranked_1","A","B"
1797,3,"AT5G44340.1_ranked_1","A","B"
1798,15,"AT5G44340.1_ranked_1","A","B"
1799,3,"AT5G44340.1_ranked_1","A","B"
1800,12,"AT5G44340.1_ranked_1","A","B"
1801,11,"AT5G44340.1_ranked_1","A","B"
1802,3,"AT5G44340.1_ranked_1","A","B"
1803,16,"AT5G44340.1_ranked_2","A","B"
1804,6,"AT5G44340.1_ranked_2","A","B"
1805,1,"AT5G44340.1_ranked_2","A","B"
1806,1,"AT5G44340.1_ranked_2","A","B"
1807,3,"AT5G44340.1_ranked_2","A","B"
1808,17,"AT5G44340.1_ranked_2","A","B"
1809,12,"AT5G44340.1_ranked_2","A","B"
1810,3,"AT5G44340.1_ranked_2","A","B"
1811,1,"AT5G44340.1_ranked_2","A","B"
1812,15,"AT5G44340.1_ranked_2","A","B"
1813,7,"AT5G44340.1_ranked_2","A","B"
1814,6,"AT5G44340.1_ranked_2","A","B"
1815,6,"AT5G44340.1_ranked_2","A","B"
1816,17,"AT5G44340.1_ranked_2","A","B"
1817,11,"AT5G44340.1_ranked_2","A","B"
1818,16,"AT5G62690.1_ranked_0","A","B"
1819,9,"AT5G62690.1_ranked_0","A","B"
1820,3,"AT5G62690.1_ranked_0","A","B"
1821,15,"AT5G62690.1_ranked_0","A","B"
1822,16,"AT5G62690.1_ranked_0","A","B"
1823,5,"AT5G62690.1_ranked_0","A","B"
1824,3,"AT5G62690.1_ranked_0","A","B"
1825,3,"AT5G62690.1_ranked_0","A","B"
1826,1,"AT5G62690.1_ranked_0","A","B"
1827,1,"AT5G62690.1_ranked_0","A","B"
1828,12,"AT5G62690.1_ranked_0","A","B"
1829,11,"AT5G62690.1_ranked_0","A","B"
1830,3,"AT5G62690.1_ranked_0","A","B"
1831,13,"AT5G62690.1_ranked_0","A","B"
1832,11,"AT5G62690.1_ranked_0","A","B"
1833,16,"AT5G62690.1_ranked_1","A","B"
1834,1,"AT5G62690.1_ranked_1","A","B"
1835,12,"AT5G62690.1_ranked_1","A","B"
1836,12,"AT5G62690.1_ranked_1","A","B"
1837,9,"AT5G62690.1_ranked_1","A","B"
1838,9,"AT5G62690.1_ranked_1","A","B"
1839,8,"AT5G62690.1_ranked_1","A","B"
1840,12,"AT5G62690.1_ranked_1","A","B"
1841,12,"AT5G62690.1_ranked_1","A","B"
1842,13,"AT5G62690.1_ranked_1","A","B"
1843,10,"AT5G62690.1_ranked_2","A","B"
1844,10,"AT5G62690.1_ranked_2","A","B"
1845,16,"AT5G62690.1_ranked_2","A","B"
1846,17,"AT5G62690.1_ranked_2","A","B"
1847,9,"AT5G62690.1_ranked_2","A","B"
1848,1,"AT5G62690.1_ranked_2","A","B"
1849,3,"AT5G62690.1_ranked_2","A","B"
1850,9,"AT5G62690.1_ranked_2","A","B"
1851,17,"AT5G62690.1_ranked_2","A","B"
1852,6,"AT5G62690.1_ranked_2","A","B"
1853,6,"AT5G62690.1_ranked_2","A","B"
1854,7,"AT5G62690.1_ranked_2","A","B"
1855,3,"AT5G62690.1_ranked_2","A","B"
1856,6,"AT5G63840.2_ranked_0","A","B"
1857,15,"AT5G63840.2_ranked_0","A","B"
1858,7,"AT5G63840.2_ranked_0","A","B"
1859,14,"AT5G63840.2_ranked_0","A","B"
1860,1,"AT5G63840.2_ranked_0","A","B"
1861,14,"AT5G63840.2_ranked_0","A","B"
1862,15,"AT5G63840.2_ranked_0","A","B"
1863,7,"AT5G63840.2_ranked_1","A","B"
1864,7,"AT5G63840.2_ranked_1","A","B"
1865,12,"AT5G63840.2_ranked_1","A","B"
1866,4,"AT5G63840.2_ranked_1","A","B"
1867,14,"AT5G63840.2_ranked_1","A","B"
1868,3,"AT5G63840.2_ranked_1","A","B"
1869,2,"AT5G63840.2_ranked_1","A","B"
1870,13,"AT5G63840.2_ranked_1","A","B"
1871,10,"AT5G63840.2_ranked_2","A","B"
1872,11,"AT5G63840.2_ranked_2","A","B"
1873,11,"AT5G63840.2_ranked_2","A","B"
1874,9,"AT5G63840.2_ranked_2","A","B"
1875,9,"AT5G63840.2_ranked_2","A","B"
1876,16,"AT5G63840.2_ranked_2","A","B"
1877,8,"AT5G63840.2_ranked_2","A","B"
1878,2,"AT5G63840.2_ranked_2","A","B"
1879,3,"AT5G63840.2_ranked_2","A","B"
1880,6,"AT5G63840.2_ranked_2","A","B"
1881,6,"AT5G63840.2_ranked_2","A","B"
1882,6,"AT5G65010.2_ranked_0","A","B"
1883,6,"AT5G65010.2_ranked_0","A","B"
1884,6,"AT5G65010.2_ranked_0","A","B"
1885,15,"AT5G65010.2_ranked_0","A","B"
1886,1,"AT5G65010.2_ranked_0","A","B"
1887,3,"AT5G65010.2_ranked_0","A","B"
1888,6,"AT5G65010.2_ranked_0","A","B"
1889,3,"AT5G65010.2_ranked_0","A","B"
1890,13,"AT5G65010.2_ranked_0","A","B"
1891,11,"AT5G65010.2_ranked_0","A","B"
1892,12,"AT5G65010.2_ranked_1","A","B"
1893,13,"AT5G65010.2_ranked_1","A","B"
1894,3,"AT5G65010.2_ranked_1","A","B"
1895,8,"AT5G65010.2_ranked_1","A","B"
1896,15,"AT5G65010.2_ranked_2","A","B"
1897,15,"AT5G65010.2_ranked_2","A","B"
1898,2,"AT5G65010.2_ranked_2","A","B"
1899,6,"AT5G65010.2_ranked_2","A","B"
1900,12,"AT5G65010.2_ranked_2","A","B"
1901,3,"AT5G65010.2_ranked_2","A","B"
1902,1,"ATCG00120.1_ranked_0","A","B"
1903,3,"ATCG00120.1_ranked_0","A","B"
1904,1,"ATCG00120.1_ranked_0","A","B"
1905,9,"ATCG00120.1_ranked_0","A","B"
1906,6,"ATCG00120.1_ranked_0","A","B"
1907,9,"ATCG00120.1_ranked_1","A","B"
1908,6,"ATCG00120.1_ranked_1","A","B"
1909,3,"ATCG00120.1_ranked_1","A","B"
1910,3,"ATCG00120.1_ranked_1","A","B"
1911,8,"ATCG00120.1_ranked_1","A","B"
1912,10,"ATCG00120.1_ranked_1","A","B"
1913,14,"ATCG00120.1_ranked_1","A","B"
1914,9,"ATCG00120.1_ranked_1","A","B"
1915,8,"ATCG00120.1_ranked_2","A","B"
1916,6,"ATCG00120.1_ranked_2","A","B"
1917,3,"ATCG00120.1_ranked_2","A","B"
1918,3,"ATCG00120.1_ranked_2","A","B"
1919,15,"ATCG00120.1_ranked_2","A","B"
1920,6,"ATCG00120.1_ranked_2","A","B"
1921,3,"ATCG00120.1_ranked_2","A","B"
1922,16,"ATCG00280.1_ranked_0","A","B"
1923,11,"ATCG00280.1_ranked_0","A","B"
1924,6,"ATCG00280.1_ranked_0","A","B"
1925,3,"ATCG00280.1_ranked_0","A","B"
1926,16,"ATCG00280.1_ranked_0","A","B"
1927,9,"ATCG00280.1_ranked_1","A","B"
1928,2,"ATCG00280.1_ranked_1","A","B"
1929,7,"ATCG00280.1_ranked_1","A","B"
1930,3,"ATCG00280.1_ranked_1","A","B"
1931,1,"ATCG00280.1_ranked_1","A","B"
1932,8,"ATCG00280.1_ranked_1","A","B"
1933,5,"ATCG00280.1_ranked_1","A","B"
1934,10,"ATCG00280.1_ranked_2","A","B"
1935,9,"ATCG00280.1_ranked_2","A","B"
1936,9,"ATCG00280.1_ranked_2","A","B"
1937,2,"ATCG00280.1_ranked_2","A","B"
1938,3,"ATCG00280.1_ranked_2","A","B"
1939,3,"ATCG00280.1_ranked_2","A","B"
1940,12,"ATCG00280.1_ranked_2","A","B"
1941,7,"ATCG00490.1_ranked_0","A","B"
1942,17,"ATCG00490.1_ranked_0","A","B"
1943,15,"ATCG00490.1_ranked_0","A","B"
1944,1,"ATCG00490.1_ranked_0","A","B"
1945,3,"ATCG00490.1_ranked_0","A","B"
1946,10,"ATCG00490.1_ranked_0","A","B"
1947,8,"ATCG00490.1_ranked_0","A","B"
1948,6,"ATCG00490.1_ranked_0","A","B"
1949,16,"ATCG00490.1_ranked_1","A","B"
1950,3,"ATCG00490.1_ranked_1","A","B"
1951,15,"ATCG00490.1_ranked_1","A","B"
1952,16,"ATCG00490.1_ranked_1","A","B"
1953,15,"ATCG00490.1_ranked_1","A","B"
1954,12,"ATCG00490.1_ranked_1","A","B"
1955,3,"ATCG00490.1_ranked_2","A","B"
1956,6,"ATCG00490.1_ranked_2","A","B"
1957,15,"ATCG00490.1_ranked_2","A","B"
1958,8,"ATCG00490.1_ranked_2","A","B"
1959,6,"ATCG00490.1_ranked_2","A","B"
1960,2,"ATCG00490.1_ranked_2","A","B"
1961,12,"ATCG00490.1_ranked_2","A","B"
1962,12,"ATCG00490.1_ranked_2","A","B"
1963,17,"ATCG00490.1_ranked_2","A","B"
1964,12,"ELF6_ranked_0","A","B"
1965,6,"ELF6_ranked_0","A","B"
1966,6,"ELF6_ranked_0","A","B"
1967,7,"ELF6_ranked_0","A","B"
1968,4,"ELF6_ranked_0","A","B"
1969,1,"ELF6_ranked_0","A","B"
1970,6,"ELF6_ranked_0","A","B"
1971,12,"ELF6_ranked_0","A","B"
1972,6,"ELF6_ranked_0","A","B"
1973,6,"ELF6_ranked_0","A","B"
1974,17,"ELF6_ranked_0","A","B"
1975,5,"ELF6_ranked_0","A","B"
1976,6,"ELF6_ranked_0","A","B"
1977,8,"ELF6_ranked_0","A","B"
1978,17,"ELF6_ranked_0","A","B"
1979,6,"ELF6_ranked_0","A","B"
1980,12,"ELF6_ranked_0","A","B"
1981,13,"ELF6_ranked_0","A","B"
1982,6,"ELF6_ranked_0","A","B"
1983,5,"ELF6_ranked_0","A","B"
1984,11,"ELF6_ranked_0","A","B"
1985,6,"ELF6_ranked_1","A","B"
1986,4,"ELF6_ranked_1","A","B"
1987,6,"ELF6_ranked_1","A","B"
1988,8,"ELF6_ranked_1","A","B"
1989,3,"ELF6_ranked_1","A","B"
1990,9,"ELF6_ranked_1","A","B"
1991,1,"ELF6_ranked_1","A","B"
1992,1,"ELF6_ranked_1","A","B"
1993,6,"ELF6_ranked_1","A","B"
1994,13,"ELF6_ranked_1","A","B"
1995,2,"ELF6_ranked_1","A","B"
1996,1,"ELF6_ranked_1","A","B"
1997,7,"ELF6_ranked_1","A","B"
1998,3,"ELF6_ranked_1","A","B"
1999,5,"ELF6_ranked_1","A","B"
2000,6,"ELF6_ranked_1","A","B"
2001,1,"ELF6_ranked_1","A","B"
2002,17,"ELF6_ranked_2","A","B"
2003,6,"ELF6_ranked_2","A","B"
2004,6,"ELF6_ranked_2","A","B"
2005,5,"ELF6_ranked_2","A","B"
2006,6,"ELF6_ranked_2","A","B"
2007,9,"ELF6_ranked_2","A","B"
2008,1,"ELF6_ranked_2","A","B"
2009,3,"ELF6_ranked_2","A","B"
2010,1,"ELF6_ranked_2","A","B"
2011,3,"ELF6_ranked_2","A","B"
2012,3,"ELF6_ranked_2","A","B"
2013,6,"ELF6_ranked_2","A","B"
2014,3,"ELF6_ranked_2","A","B"
2015,1,"ELF6_ranked_2","A","B"
2016,6,"ELF6_ranked_2","A","B"
2017,3,"ELF6_ranked_2","A","B"
2018,12,"ELF6_ranked_2","A","B"
2019,11,"ELF6_ranked_2","A","B"
2020,9,"ELF6_ranked_2","A","B"
2021,3,"ELF6_ranked_2","A","B"
2022,11,"ELF6_ranked_2","A","B"
2023,11,"JMJ13_ranked_0","A","B"
2024,7,"JMJ13_ranked_0","A","B"
2025,17,"JMJ13_ranked_0","A","B"
2026,11,"JMJ13_ranked_0","A","B"
2027,3,"JMJ13_ranked_0","A","B"
2028,6,"JMJ13_ranked_0","A","B"
2029,4,"JMJ13_ranked_0","A","B"
2030,6,"JMJ13_ranked_0","A","B"
2031,13,"JMJ13_ranked_0","A","B"
2032,17,"JMJ13_ranked_0","A","B"
2033,3,"JMJ13_ranked_0","A","B"
2034,3,"JMJ13_ranked_0","A","B"
2035,16,"JMJ13_ranked_0","A","B"
2036,5,"JMJ13_ranked_0","A","B"
2037,2,"JMJ13_ranked_0","A","B"
2038,3,"JMJ13_ranked_0","A","B"
2039,10,"JMJ13_ranked_0","A","B"
2040,15,"JMJ13_ranked_1","A","B"
2041,15,"JMJ13_ranked_1","A","B"
2042,1,"JMJ13_ranked_1","A","B"
2043,6,"JMJ13_ranked_1","A","B"
2044,17,"JMJ13_ranked_1","A","B"
2045,3,"JMJ13_ranked_1","A","B"
2046,3,"JMJ13_ranked_1","A","B"
2047,3,"JMJ13_ranked_1","A","B"
2048,14,"JMJ13_ranked_1","A","B"
2049,6,"JMJ13_ranked_1","A","B"
2050,13,"JMJ13_ranked_1","A","B"
2051,9,"JMJ13_ranked_2","A","B"
2052,3,"JMJ13_ranked_2","A","B"
2053,6,"JMJ13_ranked_2","A","B"
2054,6,"JMJ13_ranked_2","A","B"
2055,3,"JMJ13_ranked_2","A","B"
2056,1,"JMJ13_ranked_2","A","B"
2057,9,"REF6_ranked_0","A","B"
2058,16,"REF6_ranked_0","A","B"
2059,1,"REF6_ranked_0","A","B"
2060,11,"REF6_ranked_0","A","B"
2061,2,"REF6_ranked_0","A","B"
2062,16,"REF6_ranked_0","A","B"
2063,13,"REF6_ranked_1","A","B"
2064,2,"REF6_ranked_1","A","B"
2065,6,"REF6_ranked_1","A","B"
2066,12,"REF6_ranked_1","A","B"
2067,3,"REF6_ranked_1","A","B"
2068,2,"REF6_ranked_1","A","B"
2069,6,"REF6_ranked_1","A","B"
2070,6,"REF6_ranked_1","A","B"
2071,17,"REF6_ranked_1","A","B"
2072,6,"REF6_ranked_2","A","B"
2073,11,"REF6_ranked_2","A","B"
2074,3,"REF6_ranked_2","A","B"
2075,3,"REF6_ranked_2","A","B"
2076,5,"REF6_ranked_2","A","B"
2077,3,"REF6_ranked_2","A","B"
2078,5,"REF6_ranked_2","A","B"
2079,6,"REF6_ranked_2","A","B"
2080,6,"REF6_ranked_2","A","B"
2081,6,"REF6_ranked_2","A","B"
2082,3,"REF6_ranked_2","A","B"
2083,6,"REF6_ranked_2","A","B"
2084,3,"REF6_ranked_2","A","B"
2085,6,"REF6_ranked_2","A","B"
